,lat,lon
710,52.52325,13.4122
711,52.52327,13.41384
712,52.52266,13.4157
713,52.52497,13.41552
714,52.52687,13.41107
715,52.523,13.41782
716,52.5193,13.41125
717,52.52415,13.4181
718,52.52473,13.4185
719,52.52236,13.41909
720,52.52325,13.4122
721,52.52327,13.41384
722,52.52266,13.4157
723,52.52497,13.41552
724,52.52687,13.41107
725,52.523,13.41782
726,52.5193,13.41125
727,52.52415,13.4181
728,52.52473,13.4185
729,52.52236,13.41909
730,52.52325,13.4122
731,52.52327,13.41384
732,52.52266,13.4157
733,52.52497,13.41552
734,52.52687,13.41107
735,52.523,13.41782
736,52.5193,13.41125
737,52.52415,13.4181
738,52.52473,13.4185
739,52.52236,13.41909
740,52.52325,13.4122
741,52.52327,13.41384
742,52.52266,13.4157
743,52.52497,13.41552
744,52.52687,13.41107
745,52.523,13.41782
746,52.5193,13.41125
747,52.52415,13.4181
748,52.52473,13.4185
749,52.52236,13.41909
750,52.52325,13.4122
751,52.52327,13.41384
752,52.52266,13.4157
753,52.52497,13.41552
754,52.52687,13.41107
755,52.523,13.41782
756,52.5193,13.41125
757,52.52415,13.4181
758,52.52473,13.4185
759,52.52236,13.41909
760,52.52325,13.4122
761,52.52327,13.41384
762,52.52266,13.4157
763,52.52497,13.41552
764,52.52687,13.41107
765,52.523,13.41782
766,52.5193,13.41125
767,52.52415,13.4181
768,52.52473,13.4185
769,52.52236,13.41909
770,52.52325,13.4122
771,52.52327,13.41384
772,52.52266,13.4157
773,52.52497,13.41552
774,52.52687,13.41107
775,52.523,13.41782
776,52.5193,13.41125
777,52.52415,13.4181
778,52.52473,13.4185
779,52.52236,13.41909
